N,P,K,temperature,humidity,ph,rainfall,label
96,38,29,25.29,69.63,6.3,119.89,coffee
114,37,30,25.57,66.72,7.11,134.89,coffee
81,27,34,27.48,69.12,7.32,158.5,coffee
98,34,32,25.69,51.75,7.39,149.17,coffee
95,31,32,24.05,66.74,6.43,129.0,coffee
96,33,35,27.05,68.81,6.21,120.34,coffee
102,22,33,26.36,69.41,6.38,151.43,coffee
100,21,31,25.22,58.93,6.54,116.27,coffee
101,23,25,24.54,55.57,6.59,124.89,coffee
100,32,31,27.02,59.04,6.78,175.78,coffee
97,33,29,25.09,65.2,6.26,140.39,coffee
89,24,27,25.9,65.96,7.18,142.34,coffee
120,30,29,27.18,64.6,7.12,129.71,coffee
99,37,30,26.42,61.76,7.26,136.34,coffee
103,18,32,26.66,50.86,7.01,146.1,coffee
85,25,27,25.08,57.69,7.11,173.07,coffee
104,16,34,26.43,50.68,7.23,130.02,coffee
103,27,29,27.45,58.75,6.11,186.0,coffee
117,32,30,23.46,65.81,6.11,120.15,coffee
101,19,25,25.12,52.74,6.24,120.77,coffee
88,33,33,25.26,60.13,6.05,120.2,coffee
90,29,32,26.03,57.84,6.18,173.56,coffee
95,33,30,26.69,68.15,7.38,155.13,coffee
100,22,34,25.29,52.55,6.65,124.53,coffee
100,29,28,23.36,68.87,7.16,177.92,coffee
95,34,30,24.01,52.49,6.52,125.32,coffee
120,16,29,25.26,56.01,6.86,126.25,coffee
111,23,31,26.58,67.78,7.25,160.62,coffee
96,28,33,27.39,52.08,6.58,173.21,coffee
97,23,29,26.01,70.0,6.74,130.64,coffee
87,16,31,25.72,54.1,7.04,170.58,coffee
90,24,35,24.87,65.22,6.68,174.5,coffee
111,32,34,27.7,61.6,6.36,144.9,coffee
110,31,27,23.26,63.66,6.38,152.48,coffee
110,29,26,23.93,54.39,6.39,157.41,coffee
100,20,26,23.86,69.69,6.7,180.05,coffee
114,28,32,23.96,63.77,6.41,177.4,coffee
83,34,26,27.41,56.08,6.98,151.56,coffee
95,31,34,23.21,68.38,6.91,175.55,coffee
95,27,34,25.07,60.69,6.03,126.89,coffee
106,33,31,23.72,58.91,6.53,152.17,coffee
115,34,26,27.45,59.44,7.12,125.5,coffee
107,21,29,23.08,53.03,6.14,132.98,coffee
84,32,25,26.09,52.81,7.42,184.98,coffee
89,30,25,27.66,60.46,6.06,140.69,coffee
83,25,32,25.35,57.67,6.18,133.37,coffee
84,35,26,25.98,56.85,6.34,162.96,coffee
98,25,31,25.46,56.07,6.84,165.21,coffee
81,27,26,23.93,61.21,7.3,181.21,coffee
83,25,31,23.74,65.31,7.12,182.75,coffee
80,20,33,26.35,67.89,6.09,159.77,coffee
103,16,30,26.05,53.83,6.41,163.03,coffee
99,36,28,24.33,69.7,7.37,117.17,coffee
111,18,25,24.37,55.39,7.23,168.3,coffee
119,33,29,26.49,69.99,7.07,172.13,coffee
118,18,32,27.25,69.09,6.32,152.79,coffee
107,21,31,24.29,56.67,6.66,154.69,coffee
98,27,28,23.79,50.95,6.29,158.65,coffee
111,19,26,26.75,56.1,7.43,168.57,coffee
93,22,30,23.4,52.35,6.26,173.1,coffee
101,15,32,25.12,60.22,6.32,156.38,coffee
119,17,28,24.21,54.97,6.57,176.36,coffee
117,20,30,26.18,60.44,6.65,129.4,coffee
100,25,33,26.82,52.68,6.13,183.11,coffee
101,36,26,25.63,60.79,7.29,122.32,coffee
90,25,34,27.69,69.85,7.44,115.45,coffee
82,19,28,27.15,67.85,6.28,161.47,coffee
117,27,26,25.29,57.52,6.87,147.9,coffee
81,40,30,25.37,69.09,6.23,129.19,coffee
112,22,33,24.36,50.66,6.78,129.75,coffee
110,31,34,26.91,53.62,7.2,163.13,coffee
107,36,31,25.33,62.73,6.45,128.69,coffee
105,21,26,23.0,62.17,6.54,171.42,coffee
95,27,29,26.25,57.12,7.45,185.21,coffee
114,38,29,25.68,64.84,7.04,181.8,coffee
109,40,28,27.16,63.95,7.04,139.44,coffee
111,38,27,26.13,57.84,7.48,150.91,coffee
89,25,32,23.38,62.07,7.4,178.78,coffee
83,40,32,23.81,50.25,6.26,177.86,coffee
81,21,33,25.93,65.65,7.12,118.8,coffee
116,21,31,26.22,53.37,7.46,151.61,coffee
82,38,31,26.5,60.5,7.25,117.49,coffee
91,27,26,26.53,57.87,6.41,115.25,coffee
109,36,29,25.82,54.55,6.93,115.91,coffee
100,31,34,24.91,65.3,6.9,184.53,coffee
96,23,34,23.25,52.73,6.12,178.23,coffee
80,37,30,23.02,58.03,6.28,161.83,coffee
107,27,25,26.28,66.84,7.08,177.25,coffee
88,37,28,23.07,66.87,7.41,164.17,coffee
89,21,30,27.49,52.99,7.24,136.85,coffee
112,38,29,24.83,66.04,6.79,166.33,coffee
